Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,City,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-01197,2022-05-24,2022-05-29,Second Class,CUST-1154,Consumer,Philadelphia,East,Furniture,Storage,2692.08,6,0.2,60.89
ORD-01198,2022-05-06,2022-05-10,First Class,CUST-1006,Corporate,Houston,Central,Technology,Laptops,2175.07,5,0.0,475.87
ORD-01199,2023-08-23,2023-08-24,Second Class,CUST-1203,Consumer,Portland,West,Office Supplies,Pens,7.42,1,0.0,1.88
ORD-01200,2021-11-09,2021-11-12,Second Class,CUST-1274,Consumer,Atlanta,East,Furniture,Storage,217.91,2,0.1,-10.72
ORD-01201,2021-04-29,2021-05-01,First Class,CUST-1158,Corporate,Atlanta,East,Furniture,Chairs,986.25,1,0.0,101.66
ORD-01202,2022-12-12,2022-12-17,Standard Class,CUST-1060,Corporate,San Francisco,West,Office Supplies,Paper,239.99,3,0.0,55.61
ORD-01203,2021-06-07,2021-06-11,Standard Class,CUST-1188,Consumer,Atlanta,East,Office Supplies,Binders,213.01,2,0.0,88.37
ORD-01204,2021-04-01,2021-04-02,Second Class,CUST-1018,Consumer,Miami,South,Technology,Phones,3049.87,2,0.0,866.3
ORD-01205,2022-07-10,2022-07-11,Second Class,CUST-1114,Consumer,San Francisco,West,Office Supplies,Labels,79.08,2,0.1,29.69
ORD-01206,2022-09-29,2022-10-02,First Class,CUST-1155,Home Office,Miami,South,Office Supplies,Binders,70.1,5,0.0,17.54
ORD-01207,2022-05-18,2022-05-20,First Class,CUST-1004,Home Office,Atlanta,East,Office Supplies,Paper,23.7,6,0.0,7.95
ORD-01208,2021-08-01,2021-08-03,Second Class,CUST-1143,Home Office,Denver,Central,Office Supplies,Binders,163.65,2,0.0,72.05
ORD-01209,2021-06-23,2021-06-28,Standard Class,CUST-1290,Corporate,Charlotte,South,Technology,Laptops,755.68,5,0.1,97.38
ORD-01210,2023-03-16,2023-03-23,First Class,CUST-1103,Home Office,Seattle,West,Technology,Laptops,6340.11,1,0.0,978.86
ORD-01211,2021-09-05,2021-09-10,Standard Class,CUST-1046,Consumer,San Francisco,West,Technology,Phones,2048.12,1,0.0,394.61
ORD-01212,2021-10-31,2021-11-01,First Class,CUST-1133,Consumer,Chicago,Central,Technology,Accessories,5506.99,3,0.0,604.61
ORD-01213,2022-05-27,2022-05-28,Second Class,CUST-1066,Home Office,Portland,West,Office Supplies,Paper,143.99,2,0.0,31.02
ORD-01214,2021-06-03,2021-06-04,Standard Class,CUST-1047,Corporate,New York,East,Technology,Monitors,3490.86,2,0.3,135.05
ORD-01215,2023-06-07,2023-06-14,First Class,CUST-1109,Consumer,Portland,West,Office Supplies,Pens,62.27,3,0.0,19.1
ORD-01216,2022-05-19,2022-05-26,Second Class,CUST-1143,Consumer,San Francisco,West,Office Supplies,Pens,133.81,1,0.3,22.72
ORD-01217,2021-02-09,2021-02-13,First Class,CUST-1289,Corporate,San Francisco,West,Furniture,Storage,4287.77,3,0.0,623.27
ORD-01218,2022-07-30,2022-07-31,Standard Class,CUST-1081,Consumer,Los Angeles,West,Furniture,Storage,5308.97,2,0.1,486.89
ORD-01219,2023-03-07,2023-03-10,First Class,CUST-1183,Corporate,Los Angeles,West,Technology,Laptops,4701.95,6,0.0,1027.39
ORD-01220,2022-01-21,2022-01-25,Second Class,CUST-1112,Home Office,Houston,Central,Office Supplies,Binders,167.22,2,0.0,37.22
ORD-01221,2021-12-30,2022-01-02,Standard Class,CUST-1269,Home Office,San Francisco,West,Technology,Monitors,606.56,1,0.1,141.6
ORD-01222,2022-10-23,2022-10-25,Standard Class,CUST-1162,Corporate,Atlanta,East,Office Supplies,Binders,468.8,6,0.2,159.47
ORD-01223,2022-08-27,2022-08-29,Second Class,CUST-1290,Consumer,San Francisco,West,Technology,Accessories,365.24,4,0.4,32.78
ORD-01224,2023-10-14,2023-10-16,Standard Class,CUST-1045,Corporate,Nashville,South,Technology,Accessories,961.69,2,0.0,285.12
ORD-01225,2022-12-19,2022-12-22,Second Class,CUST-1085,Consumer,Boston,East,Office Supplies,Pens,119.12,4,0.0,36.87
ORD-01226,2023-09-09,2023-09-14,Standard Class,CUST-1150,Corporate,New Orleans,South,Office Supplies,Labels,198.78,1,0.0,43.42
ORD-01227,2021-11-26,2021-12-03,First Class,CUST-1015,Consumer,Miami,South,Technology,Accessories,372.51,4,0.0,110.66
ORD-01228,2022-02-25,2022-02-27,Standard Class,CUST-1025,Consumer,Atlanta,East,Furniture,Tables,2029.23,1,0.15,-102.78
ORD-01229,2023-09-11,2023-09-13,Standard Class,CUST-1242,Consumer,Seattle,West,Furniture,Storage,529.76,1,0.0,12.16
ORD-01230,2021-07-06,2021-07-13,Second Class,CUST-1228,Consumer,Denver,Central,Office Supplies,Pens,167.8,2,0.0,49.56
ORD-01231,2021-11-06,2021-11-13,Second Class,CUST-1116,Home Office,Philadelphia,East,Technology,Monitors,1474.9,4,0.15,275.27
ORD-01232,2023-08-31,2023-09-05,Second Class,CUST-1017,Home Office,Denver,Central,Office Supplies,Labels,531.36,6,0.0,158.72
ORD-01233,2022-03-10,2022-03-12,Same Day,CUST-1075,Consumer,Portland,West,Furniture,Tables,1258.06,2,0.0,151.95
ORD-01234,2022-10-30,2022-11-02,Second Class,CUST-1214,Consumer,New York,East,Office Supplies,Pens,64.28,5,0.2,16.44
ORD-01235,2021-07-26,2021-07-29,Second Class,CUST-1248,Home Office,Los Angeles,West,Technology,Laptops,4609.91,6,0.3,13.03
ORD-01236,2023-04-03,2023-04-04,Second Class,CUST-1137,Consumer,Seattle,West,Office Supplies,Labels,159.09,4,0.15,21.85
ORD-01237,2021-07-21,2021-07-23,First Class,CUST-1213,Consumer,Boston,East,Office Supplies,Binders,78.35,6,0.2,14.12
ORD-01238,2023-09-20,2023-09-25,Standard Class,CUST-1259,Home Office,San Francisco,West,Office Supplies,Binders,117.67,3,0.1,22.33
ORD-01239,2023-07-24,2023-07-25,Standard Class,CUST-1203,Home Office,San Francisco,West,Furniture,Chairs,3321.31,5,0.0,517.71
ORD-01240,2021-12-30,2022-01-03,Second Class,CUST-1046,Consumer,Dallas,Central,Office Supplies,Binders,270.29,3,0.0,110.66
ORD-01241,2022-02-28,2022-03-03,Second Class,CUST-1004,Home Office,San Francisco,West,Technology,Monitors,1189.06,6,0.3,170.54
ORD-01242,2022-09-18,2022-09-25,Second Class,CUST-1235,Consumer,New York,East,Furniture,Tables,5231.82,3,0.0,230.82
ORD-01243,2023-02-06,2023-02-11,Standard Class,CUST-1172,Corporate,Atlanta,East,Technology,Monitors,5066.66,1,0.0,616.21
ORD-01244,2022-09-04,2022-09-06,Same Day,CUST-1206,Corporate,New Orleans,South,Office Supplies,Pens,37.44,5,0.3,9.41
ORD-01245,2023-05-08,2023-05-12,Standard Class,CUST-1175,Home Office,Denver,Central,Office Supplies,Paper,55.17,2,0.1,22.0
ORD-01246,2023-11-05,2023-11-08,Second Class,CUST-1132,Home Office,Denver,Central,Office Supplies,Paper,255.17,6,0.0,81.07
ORD-01247,2022-04-03,2022-04-10,Standard Class,CUST-1299,Corporate,New Orleans,South,Office Supplies,Paper,420.34,3,0.2,76.85
ORD-01248,2021-09-03,2021-09-10,Standard Class,CUST-1070,Consumer,New York,East,Technology,Phones,3233.52,2,0.0,886.53
ORD-01249,2022-01-05,2022-01-06,First Class,CUST-1140,Consumer,Atlanta,East,Office Supplies,Pens,151.4,4,0.0,32.48
ORD-01250,2021-06-30,2021-07-02,First Class,CUST-1002,Consumer,Philadelphia,East,Technology,Laptops,6453.21,4,0.0,1891.21
ORD-01251,2023-12-24,2023-12-26,First Class,CUST-1176,Home Office,Chicago,Central,Technology,Laptops,217.09,6,0.1,21.66
ORD-01252,2022-09-03,2022-09-06,First Class,CUST-1175,Consumer,Boston,East,Furniture,Chairs,2625.22,2,0.0,319.48
ORD-01253,2023-04-07,2023-04-08,First Class,CUST-1086,Consumer,Philadelphia,East,Office Supplies,Labels,76.24,5,0.0,15.67
ORD-01254,2021-04-09,2021-04-16,Second Class,CUST-1194,Corporate,Boston,East,Technology,Phones,448.66,4,0.0,55.26
ORD-01255,2021-01-20,2021-01-23,Second Class,CUST-1070,Consumer,Philadelphia,East,Technology,Accessories,992.8,5,0.15,78.43
ORD-01256,2023-10-17,2023-10-19,First Class,CUST-1209,Consumer,New York,East,Furniture,Chairs,2724.73,3,0.2,254.16
ORD-01257,2022-04-26,2022-04-27,Standard Class,CUST-1252,Corporate,Philadelphia,East,Technology,Phones,160.52,6,0.3,18.79
ORD-01258,2022-06-09,2022-06-16,Standard Class,CUST-1020,Corporate,Chicago,Central,Technology,Phones,2195.01,2,0.0,241.49
ORD-01259,2021-04-04,2021-04-05,Standard Class,CUST-1137,Consumer,Houston,Central,Office Supplies,Pens,257.08,5,0.0,108.91
ORD-01260,2023-07-24,2023-07-27,Standard Class,CUST-1057,Consumer,Boston,East,Office Supplies,Binders,403.77,2,0.2,105.87
ORD-01261,2023-09-16,2023-09-21,First Class,CUST-1014,Consumer,Nashville,South,Technology,Phones,3168.55,5,0.1,652.19
ORD-01262,2021-04-05,2021-04-06,Standard Class,CUST-1295,Consumer,Atlanta,East,Office Supplies,Paper,128.8,5,0.0,53.72
ORD-01263,2021-07-15,2021-07-19,Second Class,CUST-1197,Corporate,New Orleans,South,Office Supplies,Paper,201.9,6,0.0,73.88
ORD-01264,2023-10-13,2023-10-15,Standard Class,CUST-1025,Corporate,San Francisco,West,Technology,Phones,1488.76,3,0.0,247.4
ORD-01265,2023-07-07,2023-07-08,Standard Class,CUST-1009,Consumer,Philadelphia,East,Furniture,Storage,6224.81,6,0.0,1214.88
ORD-01266,2022-09-16,2022-09-21,First Class,CUST-1114,Home Office,Los Angeles,West,Technology,Monitors,3584.08,1,0.4,-97.96
ORD-01267,2023-07-16,2023-07-17,Standard Class,CUST-1149,Corporate,Atlanta,East,Office Supplies,Pens,38.26,6,0.0,11.05
ORD-01268,2023-04-19,2023-04-20,Standard Class,CUST-1110,Home Office,Chicago,Central,Furniture,Bookcases,1064.58,4,0.0,194.34
ORD-01269,2021-09-10,2021-09-14,Standard Class,CUST-1024,Corporate,Chicago,Central,Furniture,Tables,1053.07,6,0.4,-262.13
ORD-01270,2021-12-29,2022-01-05,First Class,CUST-1164,Home Office,Denver,Central,Office Supplies,Labels,177.78,5,0.0,64.78
ORD-01271,2022-08-26,2022-08-30,Same Day,CUST-1262,Consumer,Philadelphia,East,Furniture,Storage,2936.31,6,0.0,367.05
ORD-01272,2022-08-19,2022-08-26,Second Class,CUST-1257,Consumer,Dallas,Central,Technology,Accessories,994.17,2,0.5,-19.87
ORD-01273,2023-05-05,2023-05-12,Second Class,CUST-1267,Corporate,Houston,Central,Furniture,Bookcases,2879.89,1,0.3,-271.87
ORD-01274,2021-11-26,2021-11-29,First Class,CUST-1104,Consumer,Los Angeles,West,Technology,Monitors,2834.88,3,0.2,391.55
ORD-01275,2022-04-05,2022-04-12,First Class,CUST-1147,Consumer,Atlanta,East,Office Supplies,Binders,395.33,6,0.0,156.58
ORD-01276,2022-10-03,2022-10-08,First Class,CUST-1115,Consumer,Charlotte,South,Office Supplies,Binders,38.4,4,0.0,16.02
ORD-01277,2022-08-26,2022-08-30,Same Day,CUST-1061,Corporate,Dallas,Central,Office Supplies,Pens,30.73,5,0.0,7.48
ORD-01278,2022-06-07,2022-06-08,Second Class,CUST-1026,Consumer,Seattle,West,Furniture,Storage,1323.91,5,0.0,241.16
ORD-01279,2023-12-13,2023-12-15,Second Class,CUST-1274,Consumer,Boston,East,Office Supplies,Pens,115.01,5,0.2,16.08
ORD-01280,2022-08-25,2022-08-27,Standard Class,CUST-1004,Corporate,San Francisco,West,Furniture,Bookcases,3431.05,6,0.5,-322.79
ORD-01281,2022-10-20,2022-10-24,Second Class,CUST-1012,Home Office,Philadelphia,East,Technology,Accessories,2306.64,3,0.0,479.89
ORD-01282,2022-01-30,2022-02-02,Standard Class,CUST-1273,Consumer,Atlanta,East,Office Supplies,Pens,79.51,5,0.0,34.91
ORD-01283,2021-08-01,2021-08-03,Standard Class,CUST-1078,Home Office,San Francisco,West,Technology,Phones,5172.61,6,0.1,1230.82
ORD-01284,2021-05-25,2021-05-30,First Class,CUST-1221,Consumer,Los Angeles,West,Technology,Accessories,6269.17,4,0.0,1192.55
ORD-01285,2021-04-04,2021-04-11,Second Class,CUST-1154,Corporate,Chicago,Central,Furniture,Storage,2775.65,6,0.4,-620.26
ORD-01286,2021-03-05,2021-03-09,First Class,CUST-1151,Consumer,Denver,Central,Office Supplies,Pens,55.33,5,0.0,16.47
ORD-01287,2021-10-17,2021-10-18,Standard Class,CUST-1107,Home Office,Seattle,West,Office Supplies,Paper,39.81,3,0.1,15.4
ORD-01288,2022-06-02,2022-06-04,Standard Class,CUST-1236,Consumer,San Francisco,West,Office Supplies,Pens,15.13,5,0.3,4.28
ORD-01289,2023-09-25,2023-09-28,Standard Class,CUST-1162,Consumer,Los Angeles,West,Office Supplies,Binders,113.57,2,0.0,40.3
ORD-01290,2023-01-17,2023-01-20,Standard Class,CUST-1223,Corporate,Boston,East,Furniture,Bookcases,3459.44,2,0.0,39.94
ORD-01291,2023-01-05,2023-01-08,Standard Class,CUST-1071,Home Office,Seattle,West,Technology,Accessories,1320.03,3,0.0,292.16
ORD-01292,2023-11-05,2023-11-12,First Class,CUST-1282,Corporate,Los Angeles,West,Office Supplies,Paper,30.47,1,0.2,4.67
ORD-01293,2022-08-19,2022-08-21,Standard Class,CUST-1122,Consumer,Dallas,Central,Technology,Monitors,1268.81,6,0.0,254.31
ORD-01294,2021-10-27,2021-11-03,Standard Class,CUST-1032,Consumer,Dallas,Central,Office Supplies,Paper,333.42,2,0.0,130.16
ORD-01295,2023-03-06,2023-03-10,First Class,CUST-1266,Corporate,San Francisco,West,Technology,Laptops,2311.17,1,0.0,530.89
ORD-01296,2023-02-11,2023-02-18,Second Class,CUST-1264,Corporate,Houston,Central,Office Supplies,Pens,53.9,2,0.1,13.16
ORD-01297,2021-10-12,2021-10-16,Standard Class,CUST-1095,Home Office,Atlanta,East,Furniture,Bookcases,343.38,2,0.1,-10.23
ORD-01298,2023-09-14,2023-09-21,Second Class,CUST-1011,Home Office,Denver,Central,Technology,Phones,2342.3,4,0.1,420.33
ORD-01299,2021-10-28,2021-10-29,Second Class,CUST-1009,Consumer,Philadelphia,East,Technology,Laptops,1048.65,5,0.1,137.47
ORD-01300,2023-09-14,2023-09-16,Same Day,CUST-1261,Consumer,Nashville,South,Office Supplies,Pens,132.51,2,0.1,46.2
ORD-01301,2021-08-11,2021-08-12,Standard Class,CUST-1243,Consumer,Miami,South,Technology,Accessories,2129.29,2,0.2,257.86
ORD-01302,2021-01-03,2021-01-10,Second Class,CUST-1219,Consumer,Miami,South,Office Supplies,Binders,396.55,5,0.0,83.62
ORD-01303,2021-07-20,2021-07-24,First Class,CUST-1145,Consumer,Denver,Central,Technology,Monitors,1625.38,1,0.2,295.85
ORD-01304,2023-12-07,2023-12-08,First Class,CUST-1209,Corporate,Los Angeles,West,Office Supplies,Labels,273.24,3,0.15,81.14
ORD-01305,2023-01-19,2023-01-24,Second Class,CUST-1247,Consumer,Boston,East,Furniture,Tables,1819.05,5,0.2,-84.94
ORD-01306,2023-03-27,2023-04-03,First Class,CUST-1082,Corporate,Seattle,West,Technology,Monitors,439.93,6,0.15,50.29
ORD-01307,2021-01-11,2021-01-12,Same Day,CUST-1134,Consumer,Chicago,Central,Technology,Monitors,5024.37,1,0.4,-64.94
ORD-01308,2023-12-04,2023-12-07,Standard Class,CUST-1253,Home Office,Atlanta,East,Technology,Phones,1102.01,6,0.4,70.58
ORD-01309,2023-11-12,2023-11-17,First Class,CUST-1000,Consumer,New Orleans,South,Furniture,Tables,2188.52,6,0.15,-76.74
ORD-01310,2022-02-15,2022-02-20,Standard Class,CUST-1286,Consumer,Charlotte,South,Office Supplies,Binders,5.06,6,0.3,0.95
ORD-01311,2023-07-21,2023-07-25,Same Day,CUST-1037,Consumer,Boston,East,Office Supplies,Pens,265.08,5,0.0,86.56
ORD-01312,2022-05-28,2022-06-04,First Class,CUST-1234,Home Office,New Orleans,South,Furniture,Bookcases,3069.75,3,0.1,283.93
ORD-01313,2022-03-28,2022-04-04,Second Class,CUST-1004,Consumer,Boston,East,Office Supplies,Binders,320.01,5,0.0,92.25
ORD-01314,2022-12-02,2022-12-03,Second Class,CUST-1137,Consumer,Los Angeles,West,Office Supplies,Pens,170.82,5,0.0,49.26
ORD-01315,2022-06-28,2022-06-30,Standard Class,CUST-1061,Consumer,Philadelphia,East,Technology,Laptops,1163.48,1,0.2,82.85
ORD-01316,2022-10-08,2022-10-12,Standard Class,CUST-1143,Home Office,New York,East,Office Supplies,Labels,405.68,5,0.0,180.97
ORD-01317,2023-10-27,2023-10-30,Second Class,CUST-1235,Consumer,Portland,West,Furniture,Tables,1538.64,5,0.0,-30.63
ORD-01318,2023-01-11,2023-01-16,Standard Class,CUST-1175,Consumer,San Francisco,West,Furniture,Chairs,2817.23,4,0.1,-114.7
ORD-01319,2023-04-01,2023-04-04,Standard Class,CUST-1138,Corporate,Atlanta,East,Furniture,Storage,866.24,1,0.5,-111.31
ORD-01320,2021-11-03,2021-11-07,Same Day,CUST-1264,Consumer,Nashville,South,Office Supplies,Labels,243.64,6,0.0,56.92
ORD-01321,2021-04-08,2021-04-12,First Class,CUST-1049,Consumer,Houston,Central,Furniture,Bookcases,536.51,4,0.0,82.33
ORD-01322,2022-06-12,2022-06-15,First Class,CUST-1101,Corporate,Seattle,West,Furniture,Bookcases,133.72,5,0.0,16.03
ORD-01323,2023-09-26,2023-10-03,Second Class,CUST-1074,Consumer,New Orleans,South,Office Supplies,Paper,69.8,6,0.0,18.96
ORD-01324,2021-11-28,2021-12-01,Standard Class,CUST-1202,Home Office,Atlanta,East,Office Supplies,Pens,97.13,5,0.15,29.39
ORD-01325,2023-07-12,2023-07-16,Second Class,CUST-1040,Corporate,Houston,Central,Technology,Monitors,584.83,3,0.0,85.93
ORD-01326,2021-04-21,2021-04-22,Standard Class,CUST-1199,Home Office,Los Angeles,West,Technology,Monitors,1973.15,1,0.0,441.24
ORD-01327,2021-12-16,2021-12-17,Standard Class,CUST-1239,Corporate,Denver,Central,Furniture,Tables,335.5,4,0.3,-39.82
ORD-01328,2021-12-29,2022-01-03,Second Class,CUST-1177,Home Office,Philadelphia,East,Office Supplies,Pens,329.94,3,0.1,102.24
ORD-01329,2021-11-15,2021-11-18,Standard Class,CUST-1251,Consumer,Denver,Central,Furniture,Tables,235.89,1,0.0,15.88
ORD-01330,2021-01-15,2021-01-20,Second Class,CUST-1083,Corporate,Portland,West,Office Supplies,Labels,165.7,2,0.3,26.39
ORD-01331,2022-05-06,2022-05-11,Standard Class,CUST-1211,Consumer,Dallas,Central,Office Supplies,Labels,347.57,3,0.0,134.07
ORD-01332,2023-07-17,2023-07-20,Standard Class,CUST-1273,Consumer,Seattle,West,Technology,Phones,7244.35,1,0.0,752.54
ORD-01333,2022-04-22,2022-04-23,Second Class,CUST-1190,Corporate,San Francisco,West,Technology,Phones,2186.29,4,0.0,402.38
ORD-01334,2021-05-27,2021-06-01,First Class,CUST-1006,Consumer,Philadelphia,East,Furniture,Chairs,1258.95,4,0.3,-173.08
ORD-01335,2022-02-12,2022-02-16,Same Day,CUST-1199,Consumer,Atlanta,East,Technology,Laptops,1702.12,4,0.1,419.44
ORD-01336,2023-12-03,2023-12-04,Standard Class,CUST-1111,Corporate,Nashville,South,Office Supplies,Pens,125.19,6,0.0,52.82
ORD-01337,2021-09-03,2021-09-07,First Class,CUST-1243,Consumer,Boston,East,Office Supplies,Paper,71.66,6,0.4,10.41
ORD-01338,2022-11-25,2022-12-02,Standard Class,CUST-1064,Consumer,New York,East,Office Supplies,Paper,37.01,1,0.1,12.04
ORD-01339,2022-01-31,2022-02-01,Standard Class,CUST-1248,Home Office,New Orleans,South,Furniture,Bookcases,3242.89,1,0.15,-202.12
ORD-01340,2022-12-14,2022-12-17,Standard Class,CUST-1082,Consumer,Atlanta,East,Office Supplies,Pens,233.52,5,0.3,46.63
ORD-01341,2023-11-03,2023-11-07,Standard Class,CUST-1122,Corporate,Boston,East,Technology,Laptops,1698.67,5,0.1,208.62
ORD-01342,2021-11-12,2021-11-17,Second Class,CUST-1034,Consumer,Denver,Central,Furniture,Chairs,2092.75,5,0.1,-151.48
ORD-01343,2021-07-22,2021-07-23,Standard Class,CUST-1131,Consumer,Los Angeles,West,Technology,Laptops,5145.31,6,0.15,669.74
ORD-01344,2023-10-04,2023-10-05,First Class,CUST-1188,Consumer,New York,East,Technology,Laptops,1276.54,4,0.0,317.47
ORD-01345,2022-09-15,2022-09-16,Second Class,CUST-1097,Corporate,Houston,Central,Office Supplies,Binders,141.97,4,0.0,36.59
ORD-01346,2021-08-05,2021-08-12,Second Class,CUST-1085,Corporate,Philadelphia,East,Technology,Laptops,5188.73,1,0.15,572.91
ORD-01347,2022-12-23,2022-12-26,Second Class,CUST-1220,Corporate,Philadelphia,East,Office Supplies,Labels,203.43,6,0.2,41.31
ORD-01348,2022-06-05,2022-06-08,Second Class,CUST-1145,Consumer,Philadelphia,East,Office Supplies,Pens,346.66,1,0.4,0.02
ORD-01349,2022-03-16,2022-03-19,Same Day,CUST-1292,Consumer,New Orleans,South,Office Supplies,Paper,17.11,5,0.3,3.04
ORD-01350,2022-05-27,2022-05-29,Standard Class,CUST-1039,Consumer,Philadelphia,East,Technology,Phones,2368.08,2,0.0,426.16
ORD-01351,2023-02-21,2023-02-22,Standard Class,CUST-1061,Corporate,Los Angeles,West,Office Supplies,Labels,354.35,4,0.0,143.26
ORD-01352,2021-04-21,2021-04-24,Second Class,CUST-1113,Corporate,Chicago,Central,Office Supplies,Paper,218.8,5,0.1,41.0
ORD-01353,2023-03-19,2023-03-21,Standard Class,CUST-1204,Consumer,Miami,South,Technology,Monitors,504.03,5,0.0,125.54
ORD-01354,2022-02-10,2022-02-14,Standard Class,CUST-1126,Corporate,Philadelphia,East,Technology,Monitors,1996.62,5,0.1,497.99
ORD-01355,2021-08-19,2021-08-26,Second Class,CUST-1012,Corporate,Houston,Central,Technology,Accessories,3453.72,5,0.0,566.92
ORD-01356,2022-04-24,2022-04-26,Standard Class,CUST-1027,Corporate,Charlotte,South,Office Supplies,Paper,167.0,1,0.2,52.3
ORD-01357,2021-08-16,2021-08-19,Second Class,CUST-1104,Consumer,New Orleans,South,Technology,Laptops,1235.14,2,0.0,306.32
ORD-01358,2023-02-11,2023-02-16,Second Class,CUST-1138,Corporate,Philadelphia,East,Furniture,Bookcases,1640.27,2,0.0,-57.36
ORD-01359,2023-01-08,2023-01-09,First Class,CUST-1050,Corporate,Seattle,West,Technology,Phones,975.52,6,0.0,171.83
ORD-01360,2023-07-27,2023-08-01,Second Class,CUST-1170,Consumer,Miami,South,Office Supplies,Labels,139.32,3,0.0,59.99
ORD-01361,2023-10-24,2023-10-27,Standard Class,CUST-1284,Consumer,Seattle,West,Furniture,Tables,3108.45,1,0.3,70.25
ORD-01362,2023-02-22,2023-02-27,Standard Class,CUST-1159,Corporate,Portland,West,Office Supplies,Paper,288.58,4,0.0,99.05
ORD-01363,2022-02-19,2022-02-21,Standard Class,CUST-1289,Consumer,Philadelphia,East,Office Supplies,Pens,99.61,2,0.0,42.56
ORD-01364,2021-10-26,2021-11-02,First Class,CUST-1155,Consumer,Los Angeles,West,Office Supplies,Pens,19.48,4,0.3,2.99
ORD-01365,2022-07-01,2022-07-06,Standard Class,CUST-1183,Consumer,San Francisco,West,Furniture,Bookcases,1915.15,1,0.1,-80.96
ORD-01366,2023-03-05,2023-03-09,Standard Class,CUST-1138,Corporate,Portland,West,Technology,Monitors,2579.7,1,0.0,274.6
ORD-01367,2023-06-19,2023-06-24,Standard Class,CUST-1207,Corporate,Dallas,Central,Office Supplies,Paper,159.69,4,0.3,43.42
ORD-01368,2023-12-12,2023-12-19,Second Class,CUST-1125,Corporate,Denver,Central,Office Supplies,Labels,118.79,1,0.1,31.23
ORD-01369,2021-04-11,2021-04-13,Second Class,CUST-1236,Corporate,Miami,South,Furniture,Storage,1666.01,3,0.3,-10.96
ORD-01370,2023-08-08,2023-08-15,First Class,CUST-1279,Corporate,New York,East,Technology,Accessories,1238.91,6,0.0,268.95
ORD-01371,2022-02-18,2022-02-22,Second Class,CUST-1063,Consumer,New York,East,Technology,Monitors,1038.9,2,0.15,214.46
ORD-01372,2023-11-14,2023-11-19,Standard Class,CUST-1171,Corporate,New York,East,Technology,Monitors,8583.97,2,0.1,504.58
ORD-01373,2023-05-10,2023-05-13,Second Class,CUST-1103,Consumer,San Francisco,West,Office Supplies,Paper,199.52,2,0.0,48.92
ORD-01374,2021-01-12,2021-01-17,Second Class,CUST-1209,Home Office,Portland,West,Technology,Accessories,4460.43,4,0.0,1034.35
ORD-01375,2022-03-02,2022-03-03,Second Class,CUST-1295,Corporate,Seattle,West,Furniture,Chairs,352.1,1,0.15,-40.78
ORD-01376,2022-01-01,2022-01-03,Standard Class,CUST-1018,Consumer,New York,East,Office Supplies,Pens,122.95,3,0.4,23.03
ORD-01377,2021-05-13,2021-05-16,First Class,CUST-1211,Home Office,Atlanta,East,Technology,Accessories,1090.45,5,0.15,87.11
ORD-01378,2023-12-20,2023-12-21,Same Day,CUST-1269,Corporate,New York,East,Furniture,Tables,2766.68,3,0.0,448.06
ORD-01379,2023-10-06,2023-10-08,Second Class,CUST-1060,Corporate,Charlotte,South,Office Supplies,Pens,226.32,1,0.15,83.7
ORD-01380,2023-04-28,2023-04-29,Same Day,CUST-1130,Corporate,Dallas,Central,Technology,Phones,1935.44,3,0.0,271.42
ORD-01381,2022-11-14,2022-11-17,Standard Class,CUST-1245,Corporate,Boston,East,Office Supplies,Pens,49.94,3,0.2,7.42
ORD-01382,2022-11-18,2022-11-22,Standard Class,CUST-1153,Consumer,Atlanta,East,Office Supplies,Binders,284.83,5,0.4,3.99
ORD-01383,2022-12-26,2022-12-27,Second Class,CUST-1273,Consumer,New York,East,Office Supplies,Pens,349.42,4,0.2,64.57
ORD-01384,2022-10-07,2022-10-14,First Class,CUST-1231,Home Office,Los Angeles,West,Office Supplies,Labels,38.34,3,0.0,16.07
ORD-01385,2021-03-18,2021-03-20,Standard Class,CUST-1078,Consumer,Seattle,West,Office Supplies,Pens,494.78,5,0.1,173.05
ORD-01386,2021-07-21,2021-07-26,Standard Class,CUST-1267,Corporate,Houston,Central,Technology,Monitors,3512.9,4,0.0,376.97
ORD-01387,2021-07-31,2021-08-05,First Class,CUST-1107,Consumer,Miami,South,Technology,Accessories,5886.64,6,0.0,1481.66
ORD-01388,2022-07-13,2022-07-15,Second Class,CUST-1052,Corporate,Seattle,West,Furniture,Tables,367.74,5,0.0,38.88
ORD-01389,2022-08-04,2022-08-09,Second Class,CUST-1227,Consumer,Boston,East,Technology,Accessories,763.1,5,0.0,212.48
ORD-01390,2023-05-24,2023-05-28,Standard Class,CUST-1273,Consumer,New York,East,Technology,Phones,2201.98,2,0.1,247.7
ORD-01391,2023-08-18,2023-08-19,First Class,CUST-1132,Home Office,New York,East,Technology,Monitors,4991.37,2,0.0,1444.95
ORD-01392,2023-07-18,2023-07-22,First Class,CUST-1144,Corporate,Seattle,West,Office Supplies,Labels,37.55,2,0.0,12.0
ORD-01393,2022-10-30,2022-11-04,First Class,CUST-1122,Home Office,Atlanta,East,Office Supplies,Paper,267.76,4,0.1,66.99
ORD-01394,2023-06-02,2023-06-06,Standard Class,CUST-1039,Consumer,Charlotte,South,Office Supplies,Paper,235.57,6,0.1,49.24
